Hierarchy,Title,Space,Releases (roll-up),Releases,Team (roll-up),Team,Assignee,Reporter,Sprint (roll-up),Sprint,Target start date,Target end date,Due date (roll-up),Due date,Story points (roll-up),Story points,Parent,Priority,Labels,Components,Work item key,Work item status,Goal,Goal status,Idea,Progress (%),Progress completed (sp),Progress remaining (sp),Progress (%) work item count (IC),To do IC,In progress IC,Done IC,Total IC,Start date (roll-up),Start date,MoSCoW,T-shirt Size,DA Team,SNOW reference no.,Business Dept,Estimate (T-shirt size),BusinessValue,Business unit
Epic,PRB0043238 ETL script failing - Affecting transformation of data for MyAccess user feed file,Data Office,,,,DO - COPS,Sant Ram,Anette Hon,,,,,,,,,Data Office Problem Tickets,Medium,"Problem, Vanguard","BAU - Funding, Incidents - BAU, DO FY27 Q1 Engineering Practice Planning",DA-1679,Elaboration,,,,0,0,0,0,0,0,0,0,,,Must Have,,,PRB0043238,,,,
Epic,Architecture Review Requests,Data Office,,,DO - BI & Analytics,DO - Architecture Practice,Len Asprey,Sean Murray,,,,,,,,,Data Governance,Medium,,"BAU - Funding, Data Architecture - Practice, Other - BAU",DA-1697,Backlog,,,,0,0,0,0,0,1,0,1,,,,,Data Architecture,,,,,
Epic,DGC Action: Data Sharing Agreements ,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Len Asprey,Anette Hon,,,,,,,,,Data Governance,Medium,DGC,"BAU - Funding, Governance - Practice, Other - BAU",DA-1736,Backlog,,,,0,0,0,33.33,2,0,1,3,,,,,,,,,,
Epic,DMND0003854 KINTO OYO geographic demand dashboard,Data Office,,,"DO - BI & Analytics, DO - Architecture Practice, DO - COPS, DO - Vanguard, DO - Engineering Practice",DO - Vanguard,,Anette Hon,,,,,,,15,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning, DO FY27 Q1 Vanguard Planning",DA-1585,In Progress,,,,34.78,8,15,28.57,5,0,2,7,,,Could Have,Large (4 - 6 weeks),,DMND0003854,Kinto,,,
Epic,DMND0002173 EOC Retention-Error handling for TMCA OnRoadPrice & MaterialCode API information,Data Office,,,DO - COPS,DO - COPS,,Anette Hon,,,,,,,,,COPS Customer Ops Perf Squad Demands,Medium,COPS,"Squad COPS, BAU - Funding, Demands - BAU",DA-1759,Elaboration,,,,0,0,0,0,1,0,0,1,,,,Medium (2 - 4 weeks),,DMND0002173,Operations,,,
Epic,DMND0002928 External (Dealer+TMCA) Access to Power BI Service,Data Office,,,,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),Medium,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU",DA-1761,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),,DMND0002928,Dealer Distribution & Market & Partner,,,
Epic,DMND0003591 - Additional Data in EDMP Reporting Tables for New Park Email Features,Data Office,,,,DO - COPS,,Anette Hon,,,,,,,,,COPS Customer Ops Perf Squad Demands,Lowest,COPS,"Squad COPS, BAU - Funding, Demands - BAU",DA-1770,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003591,,,,Operations
Epic,DMND0003862 Data Warehouse: Correction to Insurance PaymentMethod.Frequency transformation from TFASTAGE to TFAAP,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-1773,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,DMND0003862,IT,,,
Epic,DMND0003897 KINTO Pricing dashboard – production & enhancemens,Data Office,,,"DO - COPS, DO - Vanguard",DO - Vanguard,David Qi,Anette Hon,,,,,,,8,,Vanguard Demands (Data Office),High,COPS,"Squad COPS, BAU - Funding, Demands - BAU, DO Q4 COPS Planning, DO FY27 Q1 Vanguard Planning",DA-1776,Backlog,,,,0,0,8,0,3,0,0,3,,2-Dec-25,Should Have,,,DMND0003897,Kinto,,,
Epic,Sox dr phase 0 (q1),Data Office,,,,DO - Platform Practice,Nigel Leslie,Greg Collocott,,,,,,,,,Ensure EDMP's Disaster Recovery is SOX compliant,Medium,,"Data - Domain, BAU - Funding, DO FY27 Q1 Vanguard Planning, DO FY27 Q1 Platform Practice Planning",DA-9327,Backlog,,,,0,0,0,0,0,0,0,0,,,Must Have,,,,,,,
Epic,DMND0003909 - WFM Campaign Performance & Management – Overview ,Data Office,,,DO - COPS,DO - COPS,,Anette Hon,,,,,,,,,COPS Customer Ops Perf Squad Demands,Lowest,COPS,"Squad COPS, BAU - Funding, Demands - BAU",DA-1798,Elaboration,,,,0,0,0,0,1,0,0,1,,,,Large (4 - 6 weeks),,DMND0003909,,,,Operations
Epic,Include the Kinto Job's daily run status on DEMP Daily Dash board for Monitoring. ,Data Office,,,,DO - Vanguard,Himanshu Gahlot,Atul Sharma,,,,,,,,5,Pipeline Monitoring,Medium,"Engineering, Vanguard, Hoshin","Squad COPS, BAU - Funding, Engineering - Practice, Other - BAU",DA-1835,In Progress,,,,0,0,5,0,0,0,0,0,,,,,Engineering,,,,,
Epic,Test the EDMP Daily dashboard to capture the Daily pipeline failures. ,Data Office,,,,,Atul Sharma,Atul Sharma,,,,,,,,,Pipeline Monitoring,Medium,"Engineering, Hoshin","BAU - Funding, Engineering - Practice, Other - BAU",DA-1836,In Progress,,,,0,0,0,0,0,0,0,0,,,,,Engineering,,,,,
Epic,Gather SOX requirements,Data Office,,,Data Office,,Atul Sharma,Atul Sharma,,,,,,,3,,Pipeline Monitoring,Medium,"Engineering, Hoshin","BAU - Funding, Engineering - Practice, Other - BAU",DA-1838,In Progress,,,,0,0,3,0,1,0,0,1,,,,,Engineering,,,,,
Epic,Data Issue Management Process development,Data Office,,,"DO - Gemba, Data Office, DO - Vanguard",DO - Gemba,Brian Hurley,Brian Hurley,"Gemba Q3S3, Vanguard FY26-Q4-S5",,,,25-Mar-26,,7,,Data Quality Uplift,Medium,"Gemba, Hoshin","Squad Gemba, BAU - Funding, Governance - Practice, DO Q4 Data Office Planning, Other - BAU",DA-1841,In Progress,,,,12.5,1,7,40,3,0,2,5,29-Oct-25,,,,,,,,,
Epic,Implementation/Roll-out of DIMP and associated Data Issue Register,Data Office,,,,,Brian Hurley,Brian Hurley,,,,,,,,,Data Quality Uplift,Medium,"Gemba, Hoshin","Squad Gemba, BAU - Funding, Governance - Practice, DO Q4 Data Office Planning, Other - BAU",DA-1843,Backlog,,,,0,0,0,0,3,0,0,3,,,,,,,,,,
Epic,"Embed DIMP in governance activities (i.e. DSWG, DOCGs, DGC etc.) as primary vehicle for DQ Improvement",Data Office,,,,,Brian Hurley,Brian Hurley,,,,,,,,,Data Quality Uplift,Medium,"Gemba, Hoshin","Squad Gemba, BAU - Funding, Governance - Practice, DO Q4 Data Office Planning, Other - BAU",DA-1844,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Epic,Monitor DIMP effectiveness through PDCA,Data Office,,,,,Brian Hurley,Brian Hurley,,,,,,,,,Data Quality Uplift,Medium,"Gemba, Hoshin","Squad Gemba, BAU - Funding, Governance - Practice, DO Q4 Data Office Planning, Other - BAU",DA-1845,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Epic,MDM - Implement Brand / Tenant Segmentation,Data Office,,,DO - Architecture Practice,DO - DataCruiser,Len Asprey,Ihab Emam,,,,,,,,,Master Data Management (MDM),Medium,,"Data - Domain, Domain - Funding, Continuous Delivery (Data Dom) - CC, Data Architecture - Practice, DO Q4 DataCruiser Planning",DA-1856,Backlog,,,,0,0,0,0,6,0,0,6,,,Could Have,,Data Architecture,,,,,
Epic,Commence design of Vehicle Model,Data Office,,,,DO - Architecture Practice,Len Asprey,Ihab Emam,Gemba Practice Sprint,,,,24-Sep-25,,3,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,"Gemba, Data_Architecture","Squad Gemba, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-1857,Backlog,,,,40,2,3,23.53,12,1,4,17,10-Sep-25,,,,Data Architecture,,,,,
Epic,Obtain approval for vehicle model,Data Office,,,,DO - Architecture Practice,Len Asprey,Ihab Emam,,,,,,,,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice, DO Q4 Architecture Practice Planning",DA-1859,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Epic,Deploy the approved vehicle reference data model,Data Office,,,,DO - Architecture Practice,Len Asprey,Ihab Emam,,,,,,,,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,,"Data - Domain, Domain - Funding, ODS Epic - CC",DA-1860,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,,,,,
Epic,DMND0003916 Daily Survey Data files for EDMP Ingestion - New survey feeds,Data Office,,,,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),Medium,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU, DO Q4 Gemba Planning",DA-1912,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003916,Dealer Distribution & Market & Partner,,,Market & Partner Development
Epic,DMND0003915 MonthlyLosses Redesign Approach,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-1913,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,DMND0003915,IT,,,
Epic,DMND0003912 - Customer Resolutions SME Control Checks - Complaints,Data Office,,,,DO - COPS,,Anette Hon,,,,,,,,,COPS Customer Ops Perf Squad Demands,Lowest,COPS,"Squad COPS, BAU - Funding, Demands - BAU",DA-1915,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),,DMND0003912,,,,Operations
Epic,DMND0003933 Fix live_conformed.match_tpr_quantum_data ,Data Office,,,,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Migration,Medium,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-2023,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003933,Dealer Distribution & Market & Partner,,,
Epic,DMND0003944 remove below records in live_conformed.rfi_commission_pb,Data Office,,,,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Reporting Enhancements,Medium,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-2026,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),,DMND0003944,Dealer Distribution & Market & Partner,,,
Epic,Data Office WoW,Data Office,,,"DO - COPS, DO - DataCruiser, DO - Vanguard",,Mark Pavkovic,Mark Pavkovic,"COPS FY26-Q4-S3, DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, Vanguard FY26-Q4-S3",,,,11-Mar-26,,8,,Data Office Ways of Working,Medium,"Team3, WOW","BAU - Funding, Other - BAU",DA-2031,Backlog,,,,44.44,4,5,47.62,11,0,10,21,12-Feb-26,,,,,,,,,
Epic,DMND0003936 Add Fleets products data to the existing views in RFnI space,Data Office,,,"DO - DataCruiser, DO - MPD - Pricing and Analytics",DO - DataCruiser,Jack Cheng,Anette Hon,"DataCruiser Q3S4, DataCruiser Q3S5",,,,10-Dec-25,,16,,RFI Migration,Medium,"DataCruiser, Engineering","Project - Funding, RFI Migration - CC, Engineering - Practice, DO Q3 Planned, Squad MPD",DA-2032,Elaboration,,,,0,0,16,0,4,1,0,5,12-Nov-25,,,Large (4 - 6 weeks),Engineering,DMND0003936,Dealer Distribution & Market & Partner,,,Market & Partner Development
Epic,DMND0003940 RBP WO Model-Summary,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-2035,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),,DMND0003940,Data,,,
Epic,Commence design of Product Model,Data Office,,,,DO - Architecture Practice,Len Asprey,Geoffrey Soh,,,,,,,,,Preferred Enterprise Dataset - Product Canonical,Medium,,"Data - Domain, Domain - Funding, ODS Epic - CC",DA-2053,Backlog,,,,0,0,0,0,4,0,0,4,,,,,,,,,,
Epic,RFI Migration: Prepare solution options and estimate to complete the Epic as a whole,Data Office,,,DO - MPD - Pricing and Analytics,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Reporting Enhancements,Medium,Gemba,"Project - Funding, RFI Migration - CC, Squad MPD",DA-2153,Selected for Development,,,,100,5,0,83.33,1,0,5,6,,,,,,,,,,
Epic,CDR Initiation Phase - Data Architecture Support & Analysis,Data Office,,,DO - DataCruiser,DO - Vanguard,Ihab Emam,Geoffrey Soh,DataCruiser Q3S3,,,,12-Nov-25,,3,,Consumer Data Rights CDR Project,Medium,"Data_Architecture, Vanguard","Squad Vanguard, Project - Funding, CDR - CC, DO Q3 Planned",DA-2189,In Progress,,,,87.5,21,3,60,0,2,3,5,29-Oct-25,,Must Have,,Data Architecture,,,,,
Epic,CDR Planning Phase - Detailed Analysis,Data Office,,,"DO - DataCruiser, DO - Vanguard",DO - Vanguard,Brian Hurley,Geoffrey Soh,"DataCruiser Q3S6, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5",,,,25-Mar-26,,26,,Consumer Data Rights CDR Project,Medium,"Data_Architecture, Vanguard","Squad Vanguard, Project - Funding, CDR - CC",DA-2192,Ready for CAB,,,,30.77,8,18,33.33,0,4,2,6,10-Dec-25,,,,,,,,,
Epic,DMND0004042 Improve Kinto Warranty invoices automation,Data Office,,,,DO - Vanguard,,Anette Hon,,,,,,,,,Vanguard Demands (Data Office),Medium,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU, DO Q4 Vanguard Planning",DA-2698,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),,DMND0004042,Kinto,,,Market & Partner Development
Epic,Design user access control solution,Data Office,,,,Data Office,,Kevin Cheng,,,,,,,,,Data Access Controls,Medium,,"BAU - Funding, Hoshin, Other - BAU",DA-2218,In Progress,,,,0,0,0,33.33,3,1,2,6,,,,,,,,,,
Epic,Implement user access control solution,Data Office,,,,DO - Vanguard,,Kevin Cheng,,,,,,,,,Data Access Controls,Medium,,"BAU - Funding, Hoshin, Other - BAU",DA-2219,Backlog,,,,0,0,0,0,2,0,0,2,,,,,,,,,,
Epic,PDCA user access control solution,Data Office,,,,Data Office,,Kevin Cheng,,,,,,,,,Data Access Controls,Medium,,"BAU - Funding, Hoshin, Other - BAU",DA-2220,Backlog,,,,0,0,0,0,3,0,0,3,,,,,,,,,,
Epic,DMND0003959 Deploy table- rfi_manual_target_bsc from (conformed db (live_conformed)and view - rfi_data_summary_targets(rfipit_conformed)  to the semantic.db (live_Semantic),Data Office,,,,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Reporting Enhancements,Medium,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-2277,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Large (4 - 6 weeks),,DMND0003959,Dealer Distribution & Market & Partner,,,
Epic,DMND0003980 - Agents Productivity Performance Analysis,Data Office,,,,DO - COPS,Asif Iftikhar,Anette Hon,,,,,,,,,IT and Data Office Demands,Lowest,,"BAU - Funding, Demands - BAU",DA-2305,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),,DMND0003980,Data,,,Operations
Epic,DMND0003987 Implement logic to distinguish between:  Dealer-written contracts and Broker-originated contracts (even if settled through TFM),Data Office,,,,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Reporting Enhancements,Medium,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-2309,Elaboration,,,,0,0,0,100,0,0,1,1,,,,Medium (2 - 4 weeks),,DMND0003987,Dealer Distribution & Market & Partner,,,
Epic,HOSHIN: BI and Reporting Environment and Release,Data Office,,,,DO - BI & Analytics,Mark Davis,Philip Troop,,,,,,,,,HOSHIN: Environment Standards & Release Process,High,,"BAU - Funding, BI & Analytics - Practice, DO Q4 BI & Analytics Practice Planning, Hoshin, Other - BAU",DA-2408,Backlog,,,,0,0,0,0,7,0,0,7,,,Should Have,,,,,,,
Epic,HOSHIN: Platform Engineering Environment and Release,Data Office,,,DO - Vanguard,DO - Platform Practice,Nigel Leslie,David Qi,"COPS FY26-Q4-S3, Vanguard FY26-Q4-S2, Vanguard FY26-Q4-S3, Vanguard FY26-Q4-S4, Vanguard FY26-Q4-S5",,,,,14-May-26,18,,HOSHIN: Environment Standards & Release Process,High,,"BAU - Funding, DO Q4 Platform Practice Planning, Hoshin, Other - BAU",DA-2321,Blocked,,,,78.26,18,5,66.67,1,0,2,3,,20-Mar-26,Must Have,,,,,,,
Epic,DMND0003995 Single customer analytics & insights summary table – foundational view for customer loyalty and growth initiatives,Data Office,,,,,,Anette Hon,,,,,,,,,IT and Data Office Demands,Medium,,"BAU - Funding, Demands - BAU",DA-2373,Backlog,,,,0,0,0,0,0,0,0,0,,,,,,DMND0003995,Data,,,
Epic,DMND0004010 Update rfi_rbp_log_prod table in EDMP,Data Office,,,,DO - MPD - Pricing and Analytics,Anju Unnithan,Anette Hon,,,,,,,,,RFI Reporting Enhancements,Medium,Gemba,"Squad Gemba, Project - Funding, RFI Migration - CC, Squad MPD",DA-2377,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),,DMND0004010,Dealer Distribution & Market & Partner,,,
Epic,DMND0004005 - Hardship TTA Metric - Repeat Hardship Drill Through Data,Data Office,,,"DO - COPS, DO - Vanguard",DO - Vanguard,Benjamin Tee,Anette Hon,Vanguard Quarter 3 Sprint 2,,,,28-Oct-25,,18,,COPS Customer Ops Perf Squad Demands,Lowest,Vanguard,"Squad Vanguard, BAU - Funding, Demands - BAU",DA-2380,Elaboration,,,,0,0,18,0,3,0,0,3,15-Oct-25,,Should Have,Large (4 - 6 weeks),,DMND0004005,,,,Operations
Epic,DMND0003999 CCTS Historical Data,Data Office,,,DO - COPS,DO - COPS,Pascal Marcello,Anette Hon,,,,,,,9,,IT and Data Office Demands,Medium,COPS,"Squad COPS, BAU - Funding, Demands - BAU, BI & Analytics - Practice",DA-2382,Backlog,,,,0,0,9,0,2,0,0,2,,,,Large (4 - 6 weeks),BI Reporting,DMND0003999,,,,Operations
Epic,DMND0003977 TCPO identifier Quote & Campaign functionality,Data Office,,,,DO - Gemba,,Anette Hon,,,,,,,,,Gemba Demands (Data Office),Medium,Gemba,"Squad Gemba, BAU - Funding, Demands - BAU",DA-2385,Elaboration,,,,0,0,0,0,0,0,0,0,,,,Small (< 2 weeks),,DMND0003977,Dealer Distribution & Market & Partner,,,
Epic,DMND0003372 Remove blank columns in conformed.weekly_mazda_sales table in EDMP,Data Office,,,,DO - Gemba,,Sheldon Johnston,,,,,,,,1,Gemba Demands (Data Office),Low,"Engineering, Gemba","Squad Gemba, BAU - Funding, Demands - BAU",DA-1034,Backlog,,,,0,0,1,0,0,0,0,0,,,,,NA,DMND0003372,Dealer Distribution & Market & Partner,,,
Epic,Design Party Canonical Dimensional Model,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Ihab Emam,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Party Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, DO Q4 Architecture Practice Planning",DA-2450,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Party Canonical Model to Production,Data Office,,,,DO - Vanguard,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Party Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2451,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Change Due Date BIX Extract,Data Office,,,DO - Gemba,DO - DataCruiser,Prafull Ranjan,Mark Pavkovic,"Gemba Q3S5, Gemba Q3S6",,,,19-Dec-25,,2,,"Domain Support (Customer, Consumer, Commercial) - Continuous Delivery",Medium,"DataCruiser, Domain","Squad DataCruiser, Domain - Funding, Biz Domain Support - CC",DA-2461,Backlog,,,,80,8,2,40,5,1,4,10,26-Nov-25,,,,,,,,,
Epic,Design Customer Canonical Physical Model,Data Office,,,"DO - Architecture Practice, DO - COPS, DO - DataCruiser",DO - Architecture Practice,Len Asprey,Daniel Wade,"COPS FY26-Q4-S5, DataCruiser FY26-Q4-S3, DataCruiser FY26-Q4-S4, DataCruiser FY26-Q4-S5",,,,25-Mar-26,,17,,Preferred Enterprise Dataset - Customer Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2470,Backlog,,,,59.09,13,9,50,2,3,5,10,12-Feb-26,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Customer Canonical Dimensional Model,Data Office,,,DO - Architecture Practice,DO - Architecture Practice,Len Asprey,Daniel Wade,,DataCruiser Q3S5 [COMPLETED],,,,10-Dec-25,,,Preferred Enterprise Dataset - Customer Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2475,Backlog,,,,0,0,0,0,4,0,0,4,,26-Nov-25,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Customer Canonical Model to Production,Data Office,,,DO - Vanguard,DO - Vanguard,Len Asprey,Daniel Wade,"Vanguard Quarter 3 Sprint 2, Vanguard Quarter 3 Sprint 3",,,,12-Nov-25,,13,,Preferred Enterprise Dataset - Customer Canonical,Medium,Vanguard,"Squad Vanguard, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2480,Backlog,,,,0,0,13,0,4,0,0,4,15-Oct-25,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Product Canonical Physical Model,Data Office,,,DO - Vanguard,DO - Vanguard,Len Asprey,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Product Canonical,Medium,"Vanguard, Hoshin","Squad Vanguard, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2486,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Product Canonical Dimensional Model,Data Office,,,DO - Vanguard,DO - Vanguard,Len Asprey,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Product Canonical,Medium,"Vanguard, Hoshin","Squad Vanguard, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2491,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Product Canonical Model to Production,Data Office,,,,DO - Architecture Practice,Len Asprey,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Product Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2496,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Vehicle Canonical Physical Model,Data Office,,,DO - DataCruiser,DO - Architecture Practice,Len Asprey,Daniel Wade,"DataCruiser FY27-Q1-Sprint 2, DataCruiser FY27-Q1-Sprint 3, DataCruiser FY27-Q1-Sprint 4, DataCruiser FY27-Q1-Sprint 5, DataCruiser FY27-Q1-Sprint 6",,,,24-Jun-26,,,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,"DataCruiser, Hoshin","Squad DataCruiser, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice, DO FY27 Q1 DataCruiser Planning",DA-2502,Backlog,,,,0,0,0,0,7,0,0,7,16-Apr-26,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Vehicle Canonical Dimensional Model,Data Office,,,,DO - Architecture Practice,Len Asprey,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,"DataCruiser, Hoshin","Squad DataCruiser, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2507,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Vehicle Canonical Model to Production,Data Office,,,,DO - Architecture Practice,Len Asprey,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Vehicle Canonical,Medium,"DataCruiser, Hoshin","Squad DataCruiser, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2512,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Partner & Dealer Canonical Physical Model,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Partner & Dealer Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2520,Backlog,,,,0,0,0,0,5,0,0,5,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Partner & Dealer Canonical Dimensional Model,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Partner & Dealer Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2525,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Partner & Dealer Canonical Model to Production,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Partner & Dealer Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2530,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Finance Canonical Physical Model,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Finance Canonical,Medium,"DataCruiser, Hoshin","Squad DataCruiser, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2536,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Design Finance Canonical Dimensional Model,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Finance Canonical,Medium,"DataCruiser, Hoshin","Squad DataCruiser, Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2541,Backlog,,,,0,0,0,0,4,0,0,4,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Deploy Enterprise Partner & Dealer Canonical Model to Production,Data Office,,,,,,Daniel Wade,,,,,,,,,Preferred Enterprise Dataset - Finance Canonical,Medium,Hoshin,"Data - Domain, Domain - Funding, ODS Epic - CC, Data Architecture - Practice",DA-2546,Backlog,,,,0,0,0,0,0,0,0,0,,,,Medium (2 - 4 weeks),Data Architecture,,,,,
Epic,Support Alfa Upgrade,Data Office,,,DO - Gemba,DO - Gemba,Anjani Srimattirumala,Mark Pavkovic,Gemba FY26-Q4-S1,,,,28-Jan-26,,3,,Alfa Upgrade & Enhancements (Epic to join together all the existing features),Medium,Gemba,"Squad Gemba, Project - Funding, Alfa - CC, DO Q4 Gemba Planning, DO Q3 Planned",DA-2565,In Progress,,,,96.1,74,3,92.59,2,0,25,27,14-Jan-26,,Must Have,,,,,,,
